Word,Idx,Word_Idx,Generic1,Generic2,Generic3,Generic4,Generic5,Generic6,Generic7,Generic8,Generic9,Generic10,Generic11,Generic12,Generic13,Generic14,Generic15,Generic16,Generic17,Generic18
u. s. air force,1,u. s. air force_1,agency,federal agency,government agency,bureau,office,authority 
u. s. army special forces,1,u. s. army special forces_1,division 
u. s. army,1,u. s. army_1,agency,federal agency,government agency,bureau,office,authority 
u. s. coast guard,1,u. s. coast guard_1,coastguard,agency,federal agency,government agency,bureau,office,authority 
u. s. code,1,u. s. code_1,legal code 
u.k.,1,u.k._1,kingdom 
u.s. army criminal investigation laboratory,1,u.s. army criminal investigation laboratory_1,agency,federal agency,government agency,bureau,office,authority 
u.s. congress,1,u.s. congress_1,legislature,legislative assembly,legislative,general assembly,law-makers 
u.s. government,1,u.s. government_1,federal government 
u.s. house of representatives,1,u.s. house of representatives_1,house 
u.s. house,1,u.s. house_1,house 
u.s. mint,1,u.s. mint_1,mint 
u.s. national library of medicine,1,u.s. national library of medicine_1,library 
u.s. senate,1,u.s. senate_1,senate 
u.s. waters,1,u.s. waters_1,territorial waters 
u.s.,1,u.s._1,North American country,North American nation,
u.s.,2,u.s._2,federal government 
u.s.a.,1,u.s.a._1,North American country,North American nation,
u,3,u_3,nucleotide 
u,4,u_4,metallic element,metal,
u308,1,u308_1,compound,chemical compound,
uakari,1,uakari_1,New World monkey,platyrrhine,platyrrhinian 
ubermensch,1,ubermensch_1,leader 
ubiety,1,ubiety_1,presence 
ubiquinone,1,ubiquinone_1,quinone,benzoquinone,coenzyme 
ubiquitousness,1,ubiquitousness_1,presence 
ubiquity,1,ubiquity_1,presence 
u-boat,1,u-boat_1,submersible,submersible warship,
ubykh,1,ubykh_1,Caucasian,Caucasian language,
uca,1,uca_1,arthropod genus 
uda,1,uda_1,terrorist organization,terrorist group,foreign terrorist organization,FTO
udder,1,udder_1,mammary gland,mamma 
udmurt,1,udmurt_1,Russian 
udmurt,2,udmurt_2,Permic 
udometer,1,udometer_1,gauge,gage 
u-drive,1,u-drive_1,lease,rental,letting 
ufa,1,ufa_1,city,metropolis,urban center 
ufo,1,ufo_1,apparition,phantom,phantasm,phantasma,fantasm,shadow
uganda,1,uganda_1,African country,African nation 
ugandan monetary unit,1,ugandan monetary unit_1,monetary unit 
ugandan shilling,1,ugandan shilling_1,Ugandan monetary unit 
ugandan,2,ugandan_2,African 
ugaritic,1,ugaritic_1,Canaanitic,Canaanitic language 
ugli fruit,1,ugli fruit_1,citrus,citrus tree 
ugli fruit,2,ugli fruit_2,edible fruit 
ugli,1,ugli_1,edible fruit 
uglify,1,uglify_1,change,alter,modify 
ugliness,1,ugliness_1,appearance,visual aspect 
ugliness,2,ugliness_2,evil,evilness 
ugly duckling,1,ugly duckling_1,anomaly,unusual person 
ugo buoncompagni,1,ugo buoncompagni_1,pope,Catholic Pope,Roman Catholic Pope,pontiff,Holy Father,Vicar of Christ,Bishop of Rome
ugrian,1,ugrian_1,Finno-Ugric,Finno-Ugrian 
ugric,1,ugric_1,Finno-Ugric,Finno-Ugrian 
uhf,1,uhf_1,radio frequency 
uhland,1,uhland_1,poet 
uighur,1,uighur_1,Turki 
uighur,2,uighur_2,Turki,Turkic,Turko-Tatar,Turkic language 
uighur,3,uighur_3,script 
uigur,1,uigur_1,Turki 
uigur,2,uigur_2,Turki,Turkic,Turko-Tatar,Turkic language 
uigur,3,uigur_3,script 
uintathere,1,uintathere_1,dinocerate 
uintatheriidae,1,uintatheriidae_1,mammal family 
uintatherium,1,uintatherium_1,mammal genus 
uk,1,uk_1,kingdom 
ukase,1,ukase_1,imperial decree 
uke,1,uke_1,guitar 
ukraine,1,ukraine_1,country,state,land 
ukrainian,2,ukrainian_2,Slavic,Slavic language,Slavonic,Slavonic language
ukranian monetary unit,1,ukranian monetary unit_1,monetary unit 
ukranian,1,ukranian_1,European 
ukrayina,1,ukrayina_1,country,state,land 
ukulele,1,ukulele_1,guitar 
ulaanbaatar,1,ulaanbaatar_1,national capital 
ulalgia,1,ulalgia_1,pain,hurting,
ulama,1,ulama_1,body 
ulan bator,1,ulan bator_1,national capital 
ulanova,1,ulanova_1,dancer,professional dancer,terpsichorean 
ulatrophia,1,ulatrophia_1,periodontal disease,periodontitis,
ulcer diet,1,ulcer diet_1,diet,
ulcer,1,ulcer_1,lesion,
ulcerate,1,ulcerate_1,affect,
ulcerate,2,ulcerate_2,change,
ulceration,1,ulceration_1,organic process,biological process 
ulceration,2,ulceration_2,lesion,
ulcerative colitis,1,ulcerative colitis_1,colitis,inflammatory bowel disease 
ulema,1,ulema_1,body,
ulemorrhagia,1,ulemorrhagia_1,bleeding,hemorrhage,haemorrhage
ulex europaeus,1,ulex europaeus_1,shrub,bush 
ulex,1,ulex_1,rosid dicot genus,
ulfila,1,ulfila_1,bishop,interpreter,translator
ulfilas,1,ulfilas_1,bishop,interpreter,translator
ulitis,1,ulitis_1,inflammation,redness,rubor
ull,1,ull_1,Norse deity,
ullage,1,ullage_1,indefinite quantity,
ullr,1,ullr_1,Norse deity 
