Word,Word_Idx,Idx,NumberOfMeanings,POS,Syn1,Syn2,Syn3,Syn4,Syn5,Syn6,Syn7,Syn8,Syn9,Syn10,Syn11,Syn12,Syn13,Syn14,Syn15,Syn16,Syn17,Syn18,Syn19,Syn20,Syn21,Syn22,Syn23,Syn24,Syn25,Syn26,Syn27,Syn28,Syn29,Syn30,Syn31,Syn32,Syn33,Syn34,Syn35,Syn36,Syn37,Syn38,Syn39,Syn40,Syn41,Syn42,Syn43,Syn44,Syn45,Syn46,Syn47,Syn48,Syn49,Syn50,Syn51,Syn52,Syn53,Syn54,Syn55,Syn56,Syn57,Syn58,Syn59,Syn60,Syn61,Syn62,Syn63,Syn64,Syn65,Syn66,Syn67,Syn68,Syn69,Syn70,Syn71,Syn72,Syn73,Syn73
u,u_1,1,4,adj,upper-class 
ulmus hollandica vegetata,ulmus hollandica vegetata_1,1,1,noun,Huntingdon elm,Ulmus hollandica vegetata
ulmus laevis,ulmus laevis_1,1,1,noun,water elm,Ulmus laevis
ulmus parvifolia,ulmus parvifolia_1,1,1,noun,Chinese elm,Ulmus parvifolia
ulmus procera,ulmus procera_1,1,1,noun,English elm,European elm,Ulmus procera
ulmus pumila,ulmus pumila_1,1,1,noun,Siberian elm,Chinese elm,dwarf elm,Ulmus pumila,
ulmus rubra,ulmus rubra_1,1,1,noun,slippery elm,red elm,Ulmus rubra
ulmus sarniensis,ulmus sarniensis_1,1,1,noun,Jersey elm,guernsey elm,wheately elm,Ulmus sarniensis,Ulmus campestris sarniensis,Ulmus campestris wheatley
ulmus serotina,ulmus serotina_1,1,1,noun,September elm,red elm,Ulmus serotina
ulmus thomasii,ulmus thomasii_1,1,1,noun,rock elm,Ulmus thomasii
ulna,ulna_1,1,1,noun,elbow bone
ulnar,ulnar_1,1,1,adj,arm bone 
ulnar artery,ulnar artery_1,1,1,noun,arteria ulnaris
ulnar nerve,ulnar nerve_1,1,1,noun,cubital nerve,nervus ulnaris
ulnar vein,ulnar vein_1,1,1,noun,vena ulnaris
ulrich zwingli,ulrich zwingli_1,1,1,noun,Zwingli,Ulrich Zwingli,Huldreich Zwingli
ulster,ulster_2,2,2,noun,Ulster
ulster defense association,ulster defense association_1,1,1,noun,Ulster Defense Association,UDA
ult,ult_1,1,1,adj,ultimo,past 
ulterior,ulterior_1,1,3,adj,distant 
ulterior,ulterior_2,2,3,adj,future,later,subsequent 
ulterior,ulterior_3,3,3,adj,subterranean,subterraneous,covert 
ultima thule,ultima thule_1,1,1,noun,Thule,ultima Thule
ultimacy,ultimacy_1,1,1,noun,ultimateness
ultimate,ultimate_1,1,2,adj,crowning,eventual,final,last,net,last-ditch,supreme
ultimate,ultimate_2,2,2,adj,last 
ultimately,ultimately_1,1,1,adv,finally,in the end,at last,at long las
ultimateness,ultimateness_1,1,1,noun,ultimacy
ultimo,ultimo_1,1,1,adj,ult,past,
ultra,ultra_1,1,1,adj,extremist,radical,immoderate 
ultracef,ultracef_1,1,1,noun,cefadroxil,Ultracef,
ultraconservative,ultraconservative_1,1,2,adj,conservative 
ultraconservative,ultraconservative_2,2,2,noun,reactionary,extreme right-winger,
ultrahigh frequency,ultrahigh frequency_1,1,1,noun,UHF
ultramarine,ultramarine_1,1,3,adj,chromatic 
ultramarine,ultramarine_3,3,3,noun,ultramarine blue
ultramarine blue,ultramarine blue_1,1,1,noun,ultramarine
ultramicroscope,ultramicroscope_1,1,1,noun,dark-field microscope
ultramicroscopic,ultramicroscopic_1,1,1,adj,light microscope 
ultramodern,ultramodern_1,1,1,adj,modern 
ultramontane,ultramontane_1,1,3,adj,cisalpine,cismontane,
ultramontane,ultramontane_2,2,3,adj,policy 
ultramontane,ultramontane_3,3,3,adj,transalpine,tramontane,transmontane 
ultranationalism,ultranationalism_1,1,1,noun,chauvinism,jingoism,superpatriotism
ultranationalistic,ultranationalistic_1,1,1,adj,chauvinistic,flag-waving,jingoistic,nationalistic,superpatriotic,patriotic,loyal
ultrasonic,ultrasonic_1,1,1,adj,supersonic,inaudible,unhearable 
ultrasonography,ultrasonography_1,1,1,noun,sonography,echography,ultrasound
ultrasound,ultrasound_1,1,1,noun,sonography,ultrasonography,echography
ultrasuede,ultrasuede_1,1,1,noun,Ultrasuede
ultraviolet,ultraviolet_1,1,2,adj,invisible,unseeable 
ultraviolet,ultraviolet_2,2,2,noun,ultraviolet radiation,ultraviolet light,ultraviolet illumination,UV
ultraviolet illumination,ultraviolet illumination_1,1,1,noun,ultraviolet,ultraviolet radiation,ultraviolet light,UV
ultraviolet lamp,ultraviolet lamp_1,1,1,noun,ultraviolet source
ultraviolet light,ultraviolet light_1,1,1,noun,ultraviolet,ultraviolet radiation,ultraviolet illumination,UV
ultraviolet radiation,ultraviolet radiation_1,1,1,noun,ultraviolet,ultraviolet light,ultraviolet illumination,UV
ultraviolet source,ultraviolet source_1,1,1,noun,ultraviolet lamp
ulugh muz tagh,ulugh muz tagh_1,1,1,noun,Ulugh Muztagh,Ulugh Muz Tagh
ulugh muztagh,ulugh muztagh_1,1,1,noun,Ulugh Muztagh,Ulugh Muz Tagh
ululate,ululate_1,1,1,verb,howl,wail,roar,yawl,yaup
ululation,ululation_1,1,1,noun,howl,howling
ulva,ulva_1,1,1,noun,Ulva,genus Ulva
ulvaceae,ulvaceae_1,1,1,noun,Ulvaceae,family Ulvaceae,sea-lettuce family
ulvales,ulvales_1,1,1,noun,Ulvales,order Ulvales
ulvophyceae,ulvophyceae_1,1,1,noun,Ulvophyceae,class Ulvophyceae
ulysses,ulysses_1,1,1,noun,Ulysses
ulysses grant,ulysses grant_1,1,1,noun,Grant,Ulysses Grant,Ulysses S. Grant,Ulysses Simpson Grant,Hiram Ulysses Grant,President Gran
ulysses s. grant,ulysses s. grant_1,1,1,noun,Grant,Ulysses Grant,Ulysses S. Grant,Ulysses Simpson Grant,Hiram Ulysses Grant,President Gran
ulysses simpson grant,ulysses simpson grant_1,1,1,noun,Grant,Ulysses Grant,Ulysses S. Grant,Ulysses Simpson Grant,Hiram Ulysses Grant,President Gran
uma,uma_1,1,2,noun,Uma
uma,uma_2,2,2,noun,Uma,genus Uma
uma notata,uma notata_1,1,1,noun,fringe-toed lizard,Uma notata
umar al-mukhtar forces,umar al-mukhtar forces_1,1,1,noun,Forces of Umar Al-Mukhtar,Umar al-Mukhtar Forces
umayyad,umayyad_1,1,1,noun,Umayyad,Ommiad,Omayyad
umbellales,umbellales_1,1,1,noun,Umbellales,order Umbellales
umbellar,umbellar_1,1,1,adj,umbellate,inflorescence 
umbellate,umbellate_1,1,2,adj,umbellar,inflorescence 
umbellate,umbellate_2,2,2,adj,umbel-like,convex,bulging 
umbellifer,umbellifer_1,1,1,noun,umbelliferous plant
umbelliferae,umbelliferae_1,1,1,noun,Umbelliferae,family Umbelliferae,Apiaceae,family Apiaceae,carrot family
umbelliferous,umbelliferous_1,1,1,adj,rosid dicot family 
umbelliferous plant,umbelliferous plant_1,1,1,noun,umbellifer
umbelliform,umbelliform_1,1,1,adj,inflorescence 
umbel-like,umbel-like_1,1,1,adj,umbellate,convex,bulging 
umbellularia,umbellularia_1,1,1,noun,Umbellularia,genus Umbellularia
umbellularia californica,umbellularia californica_1,1,1,noun,California laurel,California bay tree,Oregon myrtle,pepperwood,spice tree,sassafras laurel,California olive,mountain laurel,Umbellularia californic
umber,umber_1,1,2,adj,chromatic 
umber,umber_2,2,2,noun,chocolate,coffee,deep brown,burnt umber
umbilical,umbilical_1,1,2,adj,point 
umbilical,umbilical_2,2,2,noun,umbilical cord
umbilical cord,umbilical cord_1,1,1,noun,umbilical
umbilical hernia,umbilical hernia_1,1,1,noun,omphalocele
umbilical vein,umbilical vein_1,1,1,noun,vena umbilicalis
umbilical vesicle,umbilical vesicle_1,1,1,noun,yolk sac,vitelline sac,vesicula umbilicus
umbilicate,umbilicate_1,1,1,adj,concave 
umbilicus,umbilicus_1,1,1,noun,navel,bellybutton,omphalos,omphalu
umbrage,umbrage_1,1,1,noun,offense,offence,
umbrageous,umbrageous_1,1,2,adj,indignant,incensed,outraged,angry
umbrageous,umbrageous_2,2,2,adj,shady,shadowed,shadowy,shaded
umbrella,umbrella_1,1,1,adj,comprehensive 
umbrella arum,umbrella arum_1,1,1,noun,devil's tongue,snake palm,Amorphophallus rivieri
umbrella bird,umbrella bird_1,1,1,noun,Cephalopterus ornatus
umbrella fern,umbrella fern_1,1,1,noun,fan fern,Sticherus flabellatus,Gleichenia flabellata
umbrella magnolia,umbrella magnolia_1,1,1,noun,umbrella tree,elkwood,elk-wood,Magnolia tripetal
umbrella pine,umbrella pine_1,1,1,noun,stone pine,European nut pine,Pinus pinea
umbrella plant,umbrella plant_1,1,3,noun,Eriogonum allenii
umbrella plant,umbrella plant_2,2,3,noun,Indian rhubarb,Darmera peltata,Peltiphyllum peltatum,
umbrella plant,umbrella plant_3,3,3,noun,umbrella sedge,Cyperus alternifolius
umbrella sedge,umbrella sedge_1,1,1,noun,umbrella plant,Cyperus alternifolius
umbrella tree,umbrella tree_1,1,2,noun,Schefflera actinophylla,Brassaia actinophylla
umbrella tree,umbrella tree_2,2,2,noun,umbrella magnolia,elkwood,elk-wood,Magnolia tripetala
umbrellalike,umbrellalike_1,1,1,adj,rounded 
umbrella-shaped,umbrella-shaped_1,1,1,adj,formed 
umbria,umbria_1,1,1,noun,Umbria
umbrian,umbrian_1,1,1,noun,Umbrian
umbrina,umbrina_1,1,1,noun,Umbrina,genus Umbrina
umbrina roncador,umbrina roncador_1,1,1,noun,yellowfin croaker,surffish,surf fish,Umbrina roncador
umbundu,umbundu_1,1,1,noun,Umbundu
umlaut,umlaut_1,1,1,noun,dieresis,diaeresis
umma,umma_1,1,1,noun,Ummah,Umma,Muslim Ummah,Islamic Ummah,Islam Natio
umma tameer-e-nau,umma tameer-e-nau_1,1,1,noun,Umma Tameer-e-Nau,UTN
ummah,ummah_1,1,1,noun,Ummah,Umma,Muslim Ummah,Islamic Ummah,Islam Natio
ump,ump_1,1,1,noun,umpire,
umpirage,umpirage_2,2,2,noun,officiation,officiating,refereein
umpire,umpire_1,1,2,noun,ump,
umpire,umpire_2,2,2,verb,referee,
umpteen,umpteen_1,1,1,adj,umteen,many 
umpteenth,umpteenth_1,1,1,adj,umteenth,umptieth,ordinal
umptieth,umptieth_1,1,1,adj,umpteenth,umteenth,ordinal
umteen,umteen_1,1,1,adj,umpteen,many 
umteenth,umteenth_1,1,1,adj,umpteenth,umptieth,ordinal
un,un_1,1,1,noun,United Nations,UN
un agency,un agency_1,1,1,noun,United Nations agency,UN agency
unabashed,unabashed_1,1,1,adj,unembarrassed,unashamed 
unabated,unabated_1,1,1,adj,intense,
unable,unable_2,2,3,adj,incapable,
unable,unable_3,3,3,adj,ineffective,ineffectual,impotent
unable to help,unable to help_1,1,1,adv,helplessly,impotently
unabridged,unabridged_1,1,2,adj,full-length,uncut 
unabridged,unabridged_2,2,2,noun,unabridged dictionary
unabridged dictionary,unabridged dictionary_1,1,1,noun,unabridged
unaccented,unaccented_1,1,2,adj,atonic
unaccented,unaccented_2,2,2,adj,light,weak,unstressed 
unacceptability,unacceptability_1,1,1,noun,unacceptableness
unacceptable,unacceptable_1,1,4,adj,exceptionable,objectionable,unsatisfactory,unwelcome 
unacceptable,unacceptable_2,2,4,adj,impossible,insufferable,unsufferable,intolerable,unbearable,unendurable 
unacceptable,unacceptable_3,3,4,adj,unaccepted,nonstandard 
unacceptable,unacceptable_4,4,4,adj,unsatisfactory 
unacceptableness,unacceptableness_1,1,1,noun,unacceptability
unacceptably,unacceptably_1,1,1,adv,intolerably
unaccepted,unaccepted_1,1,1,adj,unacceptable,nonstandard 
unaccessible,unaccessible_1,1,1,adj,inaccessible,outback,remote,deserted,pathless,roadless,trackless,untracked,untrod,untrodden,lonely,solitary,unfrequented,unapproachable,unreachable,unreached,out of reach,un-come-at-able,un-get-at-able,ungetatable
unaccommodating,unaccommodating_1,1,2,adj,unhelpful 
unaccommodating,unaccommodating_2,2,2,adj,unobliging,disobliging,uncooperative 
unaccompanied,unaccompanied_1,1,3,adj,a cappella,alone,lone,lonely,solitary,isolated,marooned,stranded,solo,tod,unattended
unaccompanied,unaccompanied_2,2,3,adj,separate 
unaccompanied,unaccompanied_3,3,3,adv,alone,solo
unaccountable,unaccountable_1,1,2,adj,irresponsible 
unaccountable,unaccountable_2,2,2,adj,unexplainable,inexplicable,incomprehensible 
unaccredited,unaccredited_1,1,1,adj,unlicensed,unlicenced,unauthorized,unauthorised 
unaccustomed,unaccustomed_1,1,2,adj,new,unused 
unaccustomed,unaccustomed_2,2,2,adj,unusual 
unachievable,unachievable_1,1,1,adj,unattainable,undoable,unrealizable,impossible 
unachievably,unachievably_1,1,1,adv,unattainably
unacknowledged,unacknowledged_1,1,2,adj,disowned,repudiated,unappreciated,unsung,unvalued,unavowed,secret,unconfessed,unrecognized,unrecognised,unknown
unacknowledged,unacknowledged_2,2,2,adj,undeclared 
unacquainted,unacquainted_1,1,2,adj,innocent,uninformed 
unacquainted,unacquainted_2,2,2,adj,unacquainted with,unfamiliar with,unfamiliar 
unacquainted with,unacquainted with_1,1,1,adj,unacquainted,unfamiliar with,unfamiliar 
unadaptable,unadaptable_1,1,1,adj,inflexible,rigid,unbending 
unadapted,unadapted_1,1,2,adj,unadjusted,maladjusted 
unadapted,unadapted_2,2,2,adj,unmodified 
unaddicted,unaddicted_1,1,1,adj,clean 
unadjustable,unadjustable_1,1,1,adj,fixed 
unadjusted,unadjusted_1,1,2,adj,maladjusted 
unadjusted,unadjusted_2,2,2,adj,unadapted,maladjusted 
unadmonished,unadmonished_1,1,1,adj,unchastened,unrebuked,unreproved,unpunished 
unadorned,unadorned_1,1,1,adj,undecorated,plain,bare,spare,unembellished,unornamented,untufted,plain,unclothed 
unadulterated,unadulterated_1,1,2,adj,arrant,complete,consummate,double-dyed,everlasting,gross,perfect,pure,sodding,stark,staring,thoroughgoing,utter,unmitigated
unadulterated,unadulterated_2,2,2,adj,pure 
unadventurous,unadventurous_1,1,1,adj,safe,cautious,timid 
unadvisable,unadvisable_1,1,1,adj,inadvisable,foolish,imprudent 
unadvised,unadvised_1,1,2,adj,ill-advised,foolish,imprudent 
unadvised,unadvised_2,2,2,adj,uninformed 
unaerated,unaerated_1,1,1,adj,unoxygenated,unventilated 
unaesthetic,unaesthetic_1,1,1,adj,inaesthetic,inartistic,unartistic 
unaffected,unaffected_1,1,4,adj,immune,superior,unimpressed,uninfluenced,unswayed,untouched,unmoved,unaffected,untouched 
unaffected,unaffected_2,2,4,adj,insensible,insensitive 
unaffected,unaffected_3,3,4,adj,lifelike,natural,unmannered,unselfconscious,unstilted,unstudied,uncontrived 
unaffected,unaffected_4,4,4,adj,unmoved,untouched,unaffected,unemotional 
unaffecting,unaffecting_1,1,1,adj,unmoving 
unaffectionate,unaffectionate_1,1,1,adj,uncaring,unloving 
unaffiliated,unaffiliated_1,1,1,adj,independent 
unaffixed,unaffixed_1,1,1,adj,loose
unafraid,unafraid_1,1,2,adj,fearless,unapprehensive,unblinking,unflinching,unintimidated,unshrinking,unfrightened,bold,brave,courageous
unafraid,unafraid_2,2,2,adj,secure,untroubled
unaged,unaged_1,1,1,adj,green,unripe,unripened,immature 
unaggressive,unaggressive_1,1,1,adj,nonaggressive,low-pressure,peaceful,unassertive 
unagitated,unagitated_1,1,3,adj,calm,serene,tranquil,composed 
unagitated,unagitated_2,2,3,adj,composed,cool,quiet,relaxed,steady,unexcited 
unagitated,unagitated_3,3,3,adj,nonturbulent,unstirred 
unai,unai_1,1,2,noun,two-toed sloth,unau,Choloepus hoffmanni
unai,unai_2,2,2,noun,two-toed sloth,unau,Choloepus didactylus
unaided,unaided_1,1,1,adj,unassisted 
unaired,unaired_1,1,1,adj,airless,close,stuffy,unventilated 
unalarming,unalarming_1,1,1,adj,calming,lulling,quietening 
unalert,unalert_1,1,1,adj,unwary 
unalienable,unalienable_1,1,1,adj,inalienable,absolute,infrangible,inviolable,non-negotiable,nontransferable,unassignable,untransferable,intrinsic,intrinsical
unalike,unalike_1,1,1,adj,dissimilar
unalloyed,unalloyed_1,1,1,adj,pure 
unalterability,unalterability_1,1,1,noun,fixedness
unalterable,unalterable_1,1,3,adj,changeless,unchangeable 
unalterable,unalterable_2,2,3,adj,inalterable,incurable,final,last 
unalterable,unalterable_3,3,3,adj,incommutable 
unalterably,unalterably_1,1,1,adv,unchangeably,unassailably,immutably
unaltered,unaltered_1,1,1,adj,unchanged,dateless,timeless,in-situ,unmoved,unedited,unreduced,unrevised,
unambiguity,unambiguity_1,1,1,noun,unequivocalness
unambiguous,unambiguous_1,1,2,adj,monosemous,clear,unequivocal,univocal,unambiguous 
unambiguous,unambiguous_2,2,2,adj,unequivocal,univocal,absolute,conclusive,straightforward,unquestionable,unambiguous
unambiguously,unambiguously_1,1,2,adv,unequivocally,without ambiguity
unambiguously,unambiguously_2,2,2,adv,uniquely
unambitious,unambitious_1,1,1,adj,ambitionless,shiftless,unenterprising,nonenterprising 
un-american,un-american_1,1,1,adj,un-American,unpatriotic,disloyal 
unamused,unamused_1,1,1,adj,mirthless,joyless 
unamusing,unamusing_1,1,1,adj,unentertaining 
unanalyzable,unanalyzable_1,1,1,adj,undecomposable,simple 
unanalyzed,unanalyzed_1,1,1,adj,crude,raw 
unanimated,unanimated_1,1,1,adj,dead,lifeless,wan 
unanimous,unanimous_1,1,2,adj,consentaneous,consentient,accordant 
unanimous,unanimous_2,2,2,adj,solid,whole,undiversified 
unanimously,unanimously_1,1,1,adv,nem con,nemine contradicente
unannealed,unannealed_1,1,1,adj,brittle,untempered,unhardened 
unannounced,unannounced_1,1,1,adj,unheralded,unpredicted,unexpected 
unanswerable,unanswerable_1,1,1,adj,incontestable,incontestible 
unanswered,unanswered_1,1,1,adj,unreciprocated,unrequited,nonreciprocal 
unanticipated,unanticipated_1,1,1,adj,unforeseen,unlooked-for,out of the blue,unexpected 
unappareled,unappareled_1,1,1,adj,unattired,unclad,undressed,ungarbed,ungarmented,unclothed 
unapparent,unapparent_1,1,1,adj,unobvious 
unappealing,unappealing_1,1,2,adj,off-putting,unattractive 
unappealing,unappealing_2,2,2,adj,unsympathetic,unlikeable,unlikable
unappeasable,unappeasable_1,1,1,adj,grim,inexorable,relentless,stern,unforgiving,unrelenting,implacable
unappetising,unappetising_1,1,1,adj,unappetizing,insipid,tasty,unpalatable 
unappetisingness,unappetisingness_1,1,1,noun,unappetizingness
unappetizing,unappetizing_1,1,1,adj,unappetising,insipid,tasty,unpalatable 
unappetizingness,unappetizingness_1,1,1,noun,unappetisingness
unappreciated,unappreciated_1,1,2,adj,thankless,ungratifying,unrewarding 
unappreciated,unappreciated_2,2,2,adj,unsung,unvalued,unacknowledged 
unappreciative,unappreciative_1,1,1,adj,ungrateful,thankless,unthankful 
