30765488970470	4096480588320376
68502008401843	3520389295782800
1336291855736702	256850512714009
895130069968838	1089007027705997
2388271414455168	2029511028912225
1336174244375459	3563716576830941
4194928678322452	3458290388743758
4411112880529500	237216696206162
4366063409507562	2448380097913622
1373645093065854	2142163536642937
2621429020072309	2691739737919577
771628655701558	4425868274949387
4021831643701298	3959657963971023
3036856730292850	1747507909981905
4183631693726555	353628525544939
2968566772495331	97607358529709
4211437485645724	574933137608458
1921954530345171	570994526416242
2004973020329789	4386780098097462
551695974406658	2854719891087525
2663276575675361	1903132677700844
2713698636654672	761684883744055
1209503341499606	3537287267445090
1181034320048843	1066024038612106
3641754581002831	1982483637941225
2349008907787079	653873597123997
1364286285427329	821491824582345
3273742823738343	842330826758123
3039517227648889	3680836651279339
3153920082899886	756736883780462
289863732199131	1257611885482661
2613025328847821	1313558588421274
3369757807321717	1889525044947496
192622160043892	693846192629284
1398265093634484	3766507699197670
2197393210358048	4022516143707708
2390010110785748	95162489164939
739703238748350	7052083074141
560612927812832	776748478259656
865687380326907	1824294650665254
3884343713229383	1140637087926653
249446413014823	2853341267558982
3025794892428586	1502517776668892
2962249614685612	324001306005982
2227340570038424	690183544203065
118529002175703	2310389559208892
4202387920543510	3864660003789684
4450679731729689	866599739935500
3573785501573394	3879676899843007
1592387763843470	3592504405818451
3724420561256471	787168235376797
2399647300137966	4154326068471098
1795367577184033	1039207175372245
3207388142842533	1132483885513704
4484156146299656	4251158417624566
3307394788018854	2621102635035957
3928795271943251	3687387755326301
489409699637856	213258152146714
1884856690984257	3106900771992117
4062516024233852	3536478155955238
1617670126177785	3680711133458255
4196542814521968	1860942204090408
476806473868839	797665470022658
3930247945234095	3487863881908101
3146588529469153	3772687136660854
3839995542350807	3261449328886019
1184171984112597	1585473136676095
3897094110662666	2112619639829446
2771209579931256	4334693287257943
182957293372074	689535693579390
1107248011095380	3577202141567848
3386332744007402	3704982699460491
2475934533145810	3070435056069550
3979717526066183	308211177213036
3404478661522883	3872053826304259
2707625370419069	3930561119780403
2371076741766878	2567973492882375
3088294933785638	1004078631966626
874656005516951	2153087373278269
3478299624273231	2224654833837426
181803361821522	1231787135713273
737774696639250	1797744712700719
2807509006370229	172309201283586
3316315480383251	229602653200705
1967932727742650	4018809638903590
1006276150804499	1417116210401395
2418341577947295	2136083282050626
415378237352313	356584024085774
220088531001707	315427742194327
1061084457088881	3472661338771639
1002318942087910	3362387865716635
3602417265441562	1831078246813704
4115140523094144	1863023980414264
2937288284289142	2990226160863245
1420327680345756	3595045346531337
3692271198993741	4417984606909199
13534697993104	890879889870560
2709114202284907	3244586518939879
127910747109794	3977461290356743
3310856567446977	1332273252160655
561369329013410	230455395899289
704675779321290	574507952761747
2772827359331410	284897100179918
3197423279559217	2323743914870569
1180242732000252	1401420962611500
3628985242229458	3206112797696474
3337546656508686	4426381054399261
2471320149664900	4338808284526491
3264886382170044	4362320984564332
107881108158966	4258307566049470
4232124609127554	1548702606443537
1412916014289397	4407347911494493
3396426756032439	1200971101991091
2028849879801921	1913301386479289
557254012691755	4276904881175056
2551490179113880	1464952587452576
2063651583542169	3743635005965299
2473249749686080	128511148901747
2022494957348678	7570400349797
741264902352070	1945139678428183
3430972612170805	975373038403075
786940642873868	80921782694387
2636244851206063	1478026370538646
762134797524868	489257111275916
2554394752203634	3873826703865831
2182521296533132	3553978939573829
456896182080701	1893017640237617
1328455194850656	3034801558504444
3931661532508451	2766987202474783
980457423779858	1420537679978023
4249242923788216	3493323223741593
1292021702648792	4100805738870597
1030453460633621	1506375376577690
3602544219450651	2092660918809059
2956381531007305	2264493164145463
